First Name,Last Name,COMMCODE,TRADECODE,ADDRESS,PHONE,EMAIL
J &#38 T EXPORTS,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,J549,"#802ND FLOOR, DD CORNER STONE ,KADAVANTHARA, COCHIN ,KERALA  Pin:682 020",9847722900,info@jandtinternational.com
KEVAL EXPORTS PVT. LTD,PEPPER               CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,K888,"401, 4TH FLOOR, THE AMBIENCE COURTPLOT NO.02, SECTOR-19-D ,VASHI, NAVI MUMBAI ,MAHARASHTRA  Pin:400 703",9819882341,tejaskeval@yahoo.com
OBSON INTERNATIONAL PRIVATE LIMITED,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE CURRY POWDER        ,A,O145,"3,DECOR,SHASTRI NAGAROFF.4 BUNGLOWS, NEAR LOKHANDWALA CIRCLE ,ANDHERI (W),MUMBAI ,MAHARASHTRA  Pin:400 053",9223371520,exports@obsongroup.com
J.P. FOODS,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                CURRY POWDER        ,A,J396,"1001, ATMA HOUSE, 1001, NR.TIMES OF INDIA ,AHMEDABAD ,GUJARAT  Pin:380 009",7600034743,wonder@jpfoodsindia.com
TRETA AGRO PRIVATE LIMITED,PEPPER               CARDAMOM SMALL       CORIANDER            CUMIN                FENNEL               OTHER SEEDS          CURRY POWDER        ,A,T953,"C/O. TIRISH AGARWALMOH ALLI KHAN ,UDAM SINGH NAGAR ,UTTARAKHAND  Pin:110047",8800798585,pankaj@justorganik.com
ATHITHIYAN EXPORTS COMPANY,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               GARLIC               CURRY POWDER        ,A,A899,"C-303, SANDAL BLOCKPRINCE GREEN WOODS, 66, VANAGARAM ROD ,ATHIPET,  CHENNAI ,TAMIL NADU  Pin:600 058",9840990510,athithiyanexports@gmail.com
SELMAX EXPORTS PVT. LTD.,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,SI08,"28,CREATIVE IND. ESTATESUNDER NAGAR ROAD, NO.2, KALINA, ,SANTACRUZ (E) MUMBAI ,MAHARASHTRA  Pin:400098",9820710550,mail@selmax.co.in
SPECTRUM INTERNATIONAL,PEPPER               CHILLIES             GINGER               TURMERIC             CUMIN                FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,A,SI66,"BLDG NO. 7 ROOM NO 8DHIRWANI BHUVAN, ,CHINCH BUNDER, MUMBAI ,MAHARASHTRA  Pin:400009",9820451485,spos3008@gmail.com
SUNITA EXPORTS,PEPPER               CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,A,S2094,"B/1601,VRINDAVAN TOWER, ,MUMBAI ,MAHARASHTRA  Pin:400092",9004757453,sunitaexportsindia@gmail.com
BANSAL ART EXPORTS,PEPPER               CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               CURRY POWDER        ,A,B972,"1099/740/1 ,JODHPUR ,RAJASTHAN  Pin:342005",9414126635,info@bansalart.com
AKAY FLAVOURS &#38 AROMATICS PVT. LTD,PEPPER               TURMERIC             CORIANDER            SPICE OILS & OLEORES,A,A570,"V/315 A,B,C,D,E,F,G,HAMBUNAD ,ALUVA,  ERNAKULAM ,KERALA  Pin:683561",9447045114,info@akay-group.com
GUDHKA BROTHERS,PEPPER               CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            NUTMEG/MACE,A,G044,"ROOM NO. 57, COMMERCIAL CHAMBERSYUSUF MEHERALI ROAD ,MUMBAI ,MAHARASHTRA  Pin:400003",9821126005,gudhkabrothers@gmail.com
SPECIALITY INDIAN FOOD PARKS & EXPORTS PVT.LTD,PEPPER               CARDAMOM SMALL       CURRY POWDER        ,A,S1948,"1/662-HAMAYAR ,VANDANMEDU, IDUKKI ,KERALA  Pin:685 551",9447000770,tomsoncyril@gmail.com
J.K.SPICES &#38 FOOD PRODUCTS,PEPPER               CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,A,J434,"22AMRATOLLA STREET ,KOLKATTA ,WEST BENGAL  Pin:700 001",8335007499,ashish.baid@jkspices.in
RYANIS OVERSEAS PRIVATE LIMITED,PEPPER               CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,A,R1444,"H.NO. 381P ,GURGAON ,HARIYANA  Pin:122015",9582769282,decent.purchase@gmail.com
JAIRAMDASS KHUSHIRAM,PEPPER               CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE,A,J016,"PLOT NO.5, SECTOR-19-COPP.PUNJAB NATIONAL BANK ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 703",9820232098,jk@herbaltrade.com
DIVYA DARSHINI EXPORTS,PEPPER               CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE,A,D739,"NEW NO. 21   OLD NO. 7/2DHARMARAJA KOIL STREET   2ND STREET ,CHENNAI ,TAMIL NADU  Pin:600010",044 27921342,divyadarshiniexports@yahoo.in
MAS ENTERPRISES LIMITED,CARDAMOM SMALL      ,B,M048,"1/178 MAS BUILDINGAMAYAR ,VANDANMEDU ,KERALA  Pin:685 551",94470 70770,mail@masindia.com
S.P.G.RAMASAMY NADAR &38 SONS,CARDAMOM SMALL      ,B,R044,"77/1SOUTH CAR STREET ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626001",9443143364,spgr07@hotmail.com
A.V.THOMAS &#38 CO.LTD.,CARDAMOM SMALL      ,B,T044,"BLDG NO. 28/961 BPANAMPILLY NAGAR ,COCHIN ,KERALA  Pin:682 036",9895366770,avtcpd@avtcpd.co.in
SAMEX  AGENCY,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC            ,B,S016,"NO.201,  2ND FLOOR,  SABARI SAMRIDHI, PLOT NO.10,OPP. UNION PARK, V.N. PURAV MARG ,MUMBAI ,MAHARASHTRA  Pin:400071",09867726561,hemen@samexagency.com
THE KERALA CARDAMOM PROCESSING &#38 MKTG.CO.LTD,CARDAMOM SMALL      ,B,T161,"KP12/691SPICE HOUSE, THEKKADY ,KUMILY ,KERALA  Pin:685 509",9446574565,info@kcpmc.com
TRIDENT CREATION,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE,B,T224,"G-3, NAHAR & SETH, INDL. ESTATECG. ROAD, CHAKALA ,ANDHERI (E), MUMBAI ,MAHARASHTRA  Pin:400 099",9819533706,trade@tridentcreation.com
GREENSLAM INTERNATIONAL,CARDAMOM SMALL      ,B,G713,"11-A, V.O.C. NAGARNORTH STREET ,BODINAYAKANUR ,TAMIL NADU  Pin:625 513",9677010707,greenslam.in@gmail.com
HIGHRANGE SPICES,CARDAMOM SMALL      ,B,H514,"KP XII/1364N.H.183, K K ROAD, KUMILY ,IDUKKI ,KERALA  Pin:685509",9446922137,mail@highrangespices.com
SPICES ASIA,CARDAMOM SMALL      ,B,S2883,"60SULOCHAN STREET ,virudhunagar ,TAMIL NADU  Pin:626001",9952293949,kumaran@spicesasia.co.in
SAM EXPORTS AND IMPORTS,CARDAMOM SMALL      ,B,S2095,"10/1064TVS COLONY ,CHENNAI ,TAMIL NADU  Pin:600101",9790911075,sameandi@gmail.com
KOLAMBIL TRADING (EXPORTS &#38 IMPORTS),CARDAMOM SMALL      ,B,K1498,"50/724-B(1)MANGALATHARA ,EDAPPALLY,COCHIN ,KERALA  Pin:682041",8848683771,hakeem.kolambil@gmail.com
VEERPRABHU EXPORT HOUSE,CARDAMOM SMALL       TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,B,V055,"A112/113/114KAILASH PLAZA ,GHATKOPAR ,MAHARASHTRA  Pin:400077",8655215199,jenil@mtnl.net.in
JAIN &#38 ROY TRADERS,CARDAMOM SMALL       NUTMEG/MACE,B,J655,"45/8/1, PURBAPARA ROAD, BARISHA ,KOLKATA ,WEST BENGAL  Pin:700 063",9830166362,jainroytraders@gmail.com
PACE VENTURES PVT LTD,CARDAMOM SMALL      ,B,P1076,"166 BNABASHRUTI BUILDING ,MUMBAI ,MAHARASHTRA  Pin:400014",9819995845,paceventures.in@gmail.com
HARIDAS NANJI &#38 SONS,CARDAMOM SMALL      ,B,H010,"VI/474BAZAR ROAD ,COCHIN ,KERALA  Pin:682 002",9447034180,nanjee@md2.vsnl.net.in
R.K. INDUSTRIES,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE CURRY POWDER        ,B,R765,"G-184 ,JODHPUR ,RAJASTHAN  Pin:342005",8094019713,docs@rkindustriesgroup.com
MEHRA CARPET MANUFACTURERS,CARDAMOM SMALL      ,B,M692,"79,CRYSTALDR. A.B ROAD ,MUMABI ,MAHARASHTRA  Pin:400 018",9821052844,mehracarpets@gmail.com
K.M. GANATRA &#38 CO.,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS         ,B,G003,"702, KRUSHAL COMMERCIAL COMPLEXABOVE SHOPPERS STOP ,CHEMBUR (W), MUMBAI ,MAHARASHTRA  Pin:400089",9867585901,mail@kmganatra.com
QUALITY SPICES &#38 FOOD EXPORTS PVT.LTD,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,B,Q022,"G1&2PRABHU PRERNA VALLABH BAUG ,GHATKOPAR [E], MUMBAI ,MAHARASHTRA  Pin:400 077",9821020582,qsfpl08@gmail.com
M. D. FOODS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,B,M1282,"901/2, STELLERSION TROMBAY ROAD ,CHEMBUR DIST, MUMBAI ,MAHARASHTRA  Pin:400071",9821297783,info@egrocers.co.in
VIRAL CORPORATION,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE CURRY POWDER        ,B,V594,"LOHANA BORDING BUILDINGRASTRIYA SHALA MARG ,RAJKOT ,GUJARAT  Pin:360 002",8460837882,seddharth@adanispices.com
EVERGREEN EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE CURRY POWDER        ,B,E189,"B-723,JASWANTI ALLIED BUSINESS CENTRERAMCHANDRA LANE EXTN ,MUMBAI ,MAHARASHTRA  Pin:400 064",9820323370,evergreenexportsindia@gmail.com
PANKAJ EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,B,P019,"1104,KRISHNA GOVINDA TOWERSSECTOR-24,VASHI ,NEW BOMBAY ,MAHARASHTRA  Pin:400 705",9619009777,pankajexports1981@gmail.com
AL FALAH TRADING COMPANY,CARDAMOM SMALL      ,B,A2880,"37/2289 E2B S ARCADE ,COCHIN ,KERALA  Pin:682024",9961473737,alfalah.ekm@gmail.com
JATIN &#38 COMPANY,CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                CELERY               OTHER SEEDS          CURRY POWDER        ,B,J026,"541-C10 ASHOK BUILDING  GR FLOOR ,MATUNGA (CR) MUMBAI ,MAHARASHTRA  Pin:400 019",9820282365,jatinco@gmail.com
HARLEY CARMBEL (INDIA) PVT.LTD,CARDAMOM SMALL       CHILLIES             GINGER               NUTMEG/MACE,B,H306,"287,  4TH FLOORD.D.VYAPAR BHAVAN ,KOCHI ,KERALA  Pin:682 020",98460 33919,info@harleycarmbel.com
AMAR INTERNATIONAL,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            TAMARIND             NUTMEG/MACE CURRY POWDER        ,B,A107,"AMAR  HOUSEMUMBAI MARATHI GRANTHA SANGRAHALAYA MARG ,MUMBAI ,MAHARASHTRA  Pin:400 014",7506253122,amarintl@vsnl.com
ALLANASONS PRIVATE LIMITED,CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,B,A037,"ALLANA HOUSE4 J.A. ALLANA MARG, COLABA ,MUMBAI ,MAHARASHTRA  Pin:400 001",9820206284,exim@allana.com
SPS AGRO CARE,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,B,S3100,"132-A SOUTH OFFICE PARA, ,RANCHI ,JHARKHAND  Pin:834002",9709056469,sanjay@spsagrocare.com
A and A EXIM,CARDAMOM SMALL      ,B,A2978,"106/H12TNHB ,GOBICHETTIPALAYAM ,TAMIL NADU  Pin:638476",09629761980,aylwin980@gmail.com
MAIYAS BEVERAGES AND FOODS PVT.LTD,CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,B,M1306,"NEW NO.49, OLD NO.540,YELEMANE, 32ND CROSS, 10TH MAIN ROAD, ,BANGALORE ,KARNATAKA  Pin:560 011",9945620820,rajarathinam@maiyas.in
KARISHMA FOOD PRODUCTS,CARDAMOM SMALL       CUMIN                FENNEL               FENUGREEK           ,B,K1605,"F348DAXIN GODOWN ,UNJHA ,GUJARAT  Pin:384170",9558315163,mail.ankit1987@gmail.com
C. ARUNKUMAR &#38 CO.(EXPORTS),CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,B,A087,"9,  2ND FLOORSAGAR BUILDING ,MUMBAI ,MAHARASHTRA  Pin:400 009",9820094763,carun@vsnl.com
INTERNATIONAL TRADING CORPORATION (INDIA),CARDAMOM SMALL       TURMERIC            ,B,I246,"25, GAYA BUILDING,3RD FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400003",9821121489,itcilt@gmail.com
MALWA ORGANIC FOODS PRIVATE LIMITED,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,B,M1752,"9 / A, RAJGARH KOTHI, MANORAMA GANJ ,INDORE ,MADHYA PRADESH  Pin:452001",09893001449,organicpulses@gmail.com
SATKAMAL EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               TAMARIND             NUTMEG/MACE CURRY POWDER        ,B,S478,"630/631COMMODITY EXCHANGE BLDG. ,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9870421221,info@satkamalexports.com
SRI MURUGAN EXPORTS,CARDAMOM SMALL       CURRY POWDER        ,B,S1410,"12, AYYANAR KOIL STREET2ND CROSS ,PUDUCHERRY ,PONDICHERRY  Pin:605003",9486269159,sriexim916@gmail.com
CARMEL ORGANICS PRIVATE  LIMITED,CARDAMOM SMALL       GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,B,C523,"DR.ARJUN LAL DHAKADDHAKAD CLINIC ,SINOLI ,MADHYA PRADESH  Pin:458220",7879194434,info@carmelorganics.in
MALABAR FOOD  STUFF COMPANY,CARDAMOM SMALL       NUTMEG/MACE,B,M144,"VIII/2201KILIKAR ROAD ,COCHI ,KERALA  Pin:682 002",9895443300,kishan@gtspice.com
DIVINE GROCERIES PRIVATE LIMITED,CARDAMOM SMALL       GINGER               TURMERIC             FENNEL               OTHER SEEDS         ,B,D563,"CEN 454VILLAGE LALTON KALAN DISTT ,LUDHIANA ,PUNJAB  Pin:142022",9988291098,divinegroceries@gmail.com
STERLING EXPORTS INC.,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               NUTMEG/MACE CURRY POWDER         SPICE OILS & OLEORES,B,S394,"405, KONARK DARSHAN-BABOVE UTI BANK ,MULUND WEST, MUMBAI ,MAHARASHTRA  Pin:400080",9920117264,girish@sterlingexportsinc.com
G.A.CORPORATION,CARDAMOM SMALL       CARDAMOM LARGE       CORIANDER            CUMIN                FENUGREEK            CURRY POWDER        ,B,G686,"203 2ND FLOOR COMMODITY EXCHANGEBLDG PLOT NO 2,3,4 ,VASHI, NAVI MUMBAI ,MAHARASHTRA  Pin:400 705",9821017726,gac@bom5.vsnl.net.in
BJ AGRI COMM,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE,B,B804,"121/127MANDVI NAVJIVAN BLDG,SUIT NO. 303 ,BUNDER WEST, MUMBAI ,MAHARASHTRA  Pin:400003",9820433902,info@bjint.com
TRU VALUE OVERSEAS PVT LTD,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,B,T907,"C-4, 1ST FLOOR ,NEW DELHI ,DELHI  Pin:110015",9810257444,info@truvalueoverseas.com
SABLI IMPEX TRADERS,CARDAMOM SMALL       CARDAMOM LARGE       TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,B,S1338,"NO.3 ,PAPANASAM ,TAMIL NADU  Pin:614205",9894201540,oaj.farookjamal@gmail.com
SANJEEVANI ORGANICS,CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,B,S2415,"SANJEEVANI HOUSE,SANJEEVANI TOWERCHANAKYA MARG, ,dehradun ,UTTARANCHAL  Pin:248002",9412058124,sanjeevaniorganics@gmail.com
RAJAMA EXPORTS,CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                OTHER SEEDS          CURRY POWDER        ,B,R412,"SF NO.33B 34 35/1,2 AND 5,63/227  VANDALUR- KELAMBAKKAM ROAD ,CHENNAI ,TAMIL NADU  Pin:600127",9976713333,rajamaexport@gmail.com
KAPS INTERNATIONAL,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,B,K611,"201,ROSEWOOD CHAMBERSTULSIWADI,TARDEO ,MUMBAI ,MAHARASHTRA  Pin:400 034",9820542685,kapstree@gmail.com
AVON AGRO INDUSTRIES PVT. LTD.,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,B,A654,"578FIRST FLOOR ,DELHI ,DELHI  Pin:110006",9711153810,info@avonagro.com
R.M. TRADING CO,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC               CURRY POWDER        ,B,R1081,"1454MADHUKANT COMPLEX ,AHMEDABAD ,GUJARAT  Pin:380 004",9925280008,rakesh@kxol.in
SAKTHI AGRO IMPEX,CARDAMOM SMALL       TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,B,S3384,"NEW NO.2,  MALAVIYA AVENUENATHANS ARCADE ,CHENNAI ,TAMIL NADU  Pin:600041",9841039410,sakthiagroimpex@gmail.com
PARAYIL EXPORTS,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,B,P343,"345/W-V, BHARANANGANAM  PANCHAYATH ,KOTTAYAM ,KERALA  Pin:686579",9946444276,parayilexports@gmail.com
ORION TRADERS,CARDAMOM SMALL       GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          NUTMEG/MACE,B,O006,"403READY MONEY TERRACE ,MUMBAI ,MAHARASHTRA  Pin:400018",9820121601,srdoshi27@gmail.com
VACCO EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             TURMERIC             CORIANDER            FENNEL               FENUGREEK            TAMARIND             CURRY POWDER        ,B,V247,"144/4, SAMUEL STREET1ST FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400 009",9820071168,vacco@vsnl.com
PREMCHAND TRADING COMPANY,CARDAMOM SMALL       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             SPICE OILS & OLEORES,B,P842,"A-230,ANTOP HILL WAREHOUSING COMPLEXVIDYALANKAR COLLEGE ROAD ,NEAR BARKAT ALI NAKA,WADALA(E)MUMBAI ,MAHARASHTRA  Pin:400037",09820190090,info@ptcoexports.com
G.S. EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND             CURRY POWDER        ,B,G863,"C - 167, MIDCTTC INDL.AREA ,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9820216980,spices@vsnl.com
KRISHNA EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,B,K715,"B/H RAILWAY STATIONGAYATRI ESTATE ,THASRA ,GUJARAT  Pin:388250",9426018747,krishnaexports9@gmail.com
SHREE SHYAM PAN PRODUCTS PVT. LTD,CARDAMOM SMALL       CARDAMOM LARGE      ,B,S2628,"A 269, DSIDCNARELA INDUSTRIAL AREA ,NEW DELHI ,DELHI  Pin:110040",9810752849,sspppl2010@gmail.com
HERBS N SPICES INTERNATIONAL,CARDAMOM SMALL       TURMERIC             CORIANDER            CELERY               FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE,B,H238,"528, AVIOR, NIRMAL GALAXYL.B.S. MARG ,MUMBAI ,MAHARASHTRA  Pin:400080",9821227142,info@hnspice.com
JUPITER  EXPORTS,CARDAMOM SMALL       CHILLIES             GINGER               TURMERIC             CORIANDER            OTHER SEEDS          TAMARIND            ,B,J520,"NATHANS ARCADE21, MALAVIYA AVENUE ,THIRUVANMIYUR, CHENNAI ,TAMIL NADU  Pin:600041",9841039410,jupitermurugesan@gmail.com
WELTWEIT AGRI EXPORTS LLP,CARDAMOM SMALL       TURMERIC             CORIANDER            FENNEL               OTHER SEEDS          GARLIC              ,B,W117,"B-817JASWANTI ALLIED BUSINESS CENTRE, ,MUMBAI ,MAHARASHTRA  Pin:400064",9833996267,accounts@weltweitagri.com
BENZ EXPORTS,CARDAMOM SMALL       CARDAMOM LARGE       FENNEL               OTHER SEEDS          CURRY POWDER        ,B,B745,"175SATYA NIWAS,5, 1ST FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400001",9867089053,info@benzexports.com
SHIVANDITTA MAL &#38 COMPANY,CARDAMOM LARGE       CUMIN                FENNEL               TAMARIND             NUTMEG/MACE,C,S396,"B-171SAKET ,MEERUT ,UTTAR PRADESH  Pin:252 003",9878051167,sndhwani@vsnl.com
N.C.BHOJRAJ & COMPANY,CARDAMOM LARGE      ,C,N526,"VASHUNDHARAS.F.ROAD ,SILIGURI,DARJEELING ,WEST BENGAL  Pin:734005",9162000000,ncbhojraj@gmail.com
K. KISHORE OVERSEAS,CARDAMOM LARGE       CHILLIES             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          TAMARIND             NUTMEG/MACE,C,K1044,"688BAGH JHANDA SINGH ,AMRITSAR ,PUNJAB  Pin:143001",9888060332,mscmilap@gmail.com
BV CORPORATION,CARDAMOM LARGE       CUMIN                TAMARIND            ,C,B876,"2920/XVI-21KOT SARDAR KHAN ,AMRITSAR ,PUNJAB  Pin:143001",9888187000,info@bvcorp.co.in
SAILOR EXPORTS LTD,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS         ,C,S2252,"179/3PATTHAR MUNDLA ROAD ,INDORE ,MADHYA PRADESH  Pin:452020",9893300445,info@sailorexports.com
DIN DAYAL AND SONS,CARDAMOM LARGE      ,C,D648,"143/3GADODIA MARKET , ,DELHI  Pin:110006",9971566504,info@dindayalandsons.com
UNIQUE EXPORTS,CARDAMOM LARGE       GINGER               TURMERIC             CORIANDER            FENUGREEK            OTHER SEEDS         ,C,U114,"313BPS PLAZA, 3RD FLOOR ,MULUND (WEST), MUMBAI ,MAHARASHTRA  Pin:400 080",9820811360,uniqexps7@gmail.com
J. HEMCHAND &#38 CO,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,C,H026,"330,NAVRANG BHUVAN3RD FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400 009",9820284678,j.hemchandco@gmail.com
KANAIYA EXPORTS PVT. LIMITED,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS         ,C,K720,"99, MARKET YARDUNJHA ,MEHSANA ,GUJARAT  Pin:384 170",09825465663,bhatt@kanaiagroup.com
SAMI SPICES AND HERBS PVT.LTD,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,C,S2036,"803/804BAWA HOUSE,A WING ,SION-CHUNABHATTI EAST, MUMBAI ,MAHARASHTRA  Pin:400 022",9820152502,anilco@anilcospices.com
